CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
719452308.0,30.0,F,0.0,Graduate,Married,Less than $40K,Blue,23.0,5.0,2.0,3.0,2498.0,1632.0,866.0,0.712,2048.0,35.0,1.188,0.653,Existing Customer
,47.0,F,3.0,Graduate,Single,Less than $40K,Blue,36.0,,1.0,3.0,2049.0,1460.0,589.0,0.599,3514.0,79.0,0.646,0.713,Existing Customer
,33.0,F,3.0,Uneducated,Single,Less than $40K,Blue,13.0,5.0,3.0,3.0,1630.0,1008.0,622.0,0.695,4143.0,67.0,0.595,0.618,Existing Customer
710698233.0,37.0,M,4.0,Graduate,Married,$80K - $120K,Blue,28.0,4.0,1.0,2.0,10021.0,1203.0,8818.0,0.93,1463.0,40.0,1.0,0.12,Existing Customer
712766208.0,45.0,M,5.0,Uneducated,Single,$120K +,Silver,36.0,4.0,2.0,1.0,34516.0,0.0,34516.0,0.732,8603.0,84.0,0.615,0.0,Attrited Customer
798047583.0,45.0,F,4.0,Uneducated,Married,Unknown,Blue,39.0,6.0,3.0,1.0,1438.3,0.0,1438.3,0.825,4596.0,71.0,0.732,0.0,Existing Customer
714781908.0,43.0,M,3.0,Graduate,Single,$60K - $80K,Blue,35.0,3.0,3.0,2.0,5652.0,548.0,5104.0,0.647,3710.0,,0.458,0.097,Existing Customer
713965683.0,35.0,M,3.0,,Married,$80K - $120K,Blue,28.0,3.0,1.0,2.0,4380.0,0.0,4380.0,0.719,17258.0,121.0,0.704,0.0,Existing Customer
716486508.0,45.0,F,3.0,High School,Married,,Blue,37.0,6.0,2.0,2.0,3399.0,0.0,3399.0,0.991,,78.0,0.66,0.0,Attrited Customer
709625733.0,50.0,M,2.0,High School,Single,$60K - $80K,Blue,40.0,5.0,2.0,3.0,9690.0,1115.0,8575.0,0.542,4620.0,64.0,0.488,0.115,Existing Customer
710942358.0,47.0,M,4.0,Unknown,Single,$40K - $60K,Blue,36.0,3.0,3.0,3.0,5762.0,1890.0,3872.0,0.938,3814.0,88.0,0.66,0.328,Existing Customer
766673433.0,45.0,M,4.0,Unknown,Married,$80K - $120K,Blue,38.0,2.0,3.0,3.0,3798.0,1570.0,2228.0,0.916,4512.0,80.0,0.778,0.413,Existing Customer
780657708.0,48.0,M,2.0,Unknown,Married,$80K - $120K,Blue,37.0,4.0,3.0,3.0,6593.0,0.0,6593.0,0.667,3520.0,69.0,0.769,0.0,Existing Customer
714311583.0,46.0,F,4.0,Graduate,Single,Unknown,Blue,36.0,4.0,3.0,2.0,17023.0,1084.0,15939.0,0.928,1610.0,43.0,0.387,0.064,Existing Customer
771752508.0,40.0,F,3.0,Doctorate,Married,Less than $40K,Blue,29.0,1.0,1.0,1.0,4660.0,1844.0,2816.0,1.018,8571.0,84.0,0.647,0.396,Existing Customer
717956283.0,57.0,F,1.0,Graduate,Single,$40K - $60K,Blue,48.0,5.0,1.0,0.0,10953.0,1945.0,9008.0,0.886,1277.0,29.0,0.526,0.178,Existing Customer
771783333.0,49.0,F,1.0,Uneducated,Divorced,$40K - $60K,Blue,37.0,6.0,2.0,2.0,2173.0,0.0,2173.0,0.652,2379.0,57.0,0.781,0.0,Attrited Customer
709934808.0,59.0,M,1.0,Unknown,Single,$40K - $60K,Silver,51.0,2.0,2.0,1.0,15164.0,1071.0,14093.0,0.9,13062.0,103.0,0.717,0.071,Existing Customer
714259533.0,43.0,F,2.0,Graduate,Married,Less than $40K,Blue,35.0,3.0,1.0,3.0,4092.0,622.0,3470.0,0.775,5001.0,88.0,0.492,0.152,Existing Customer
719299533.0,55.0,F,1.0,Unknown,Unknown,Less than $40K,Blue,36.0,2.0,3.0,2.0,3626.0,795.0,2831.0,0.896,2954.0,42.0,0.556,0.219,Attrited Customer
708249708.0,48.0,F,1.0,Doctorate,Married,Less than $40K,Blue,39.0,3.0,3.0,3.0,4844.0,,3268.0,0.809,1489.0,48.0,0.6,0.325,Existing Customer
721124658.0,40.0,M,3.0,Uneducated,,$80K - $120K,Blue,27.0,4.0,,3.0,3427.0,0.0,3427.0,0.5,2625.0,63.0,0.5,0.0,Attrited Customer
795343683.0,40.0,F,3.0,High School,Single,Less than $40K,Blue,34.0,5.0,1.0,3.0,1707.0,989.0,718.0,0.555,3935.0,76.0,0.52,0.579,Existing Customer
780079833.0,43.0,M,3.0,Graduate,Divorced,$60K - $80K,Blue,28.0,3.0,3.0,4.0,5479.0,1183.0,4296.0,0.596,14728.0,126.0,0.909,0.216,Existing Customer
710663508.0,42.0,M,4.0,Uneducated,Married,$40K - $60K,Blue,33.0,1.0,2.0,2.0,3108.0,2280.0,828.0,0.844,14763.0,99.0,0.8,0.734,Existing Customer
720770883.0,65.0,F,0.0,Graduate,,Less than $40K,Blue,,5.0,3.0,3.0,1438.3,0.0,1438.3,,2249.0,61.0,0.564,0.0,Existing Customer
718855983.0,49.0,F,4.0,High School,Single,Unknown,Blue,36.0,3.0,3.0,4.0,13039.0,1840.0,11199.0,0.793,4010.0,69.0,0.5,0.141,Existing Customer
711375558.0,48.0,F,2.0,Uneducated,Single,$40K - $60K,Blue,34.0,2.0,3.0,1.0,3072.0,1734.0,1338.0,0.754,4540.0,78.0,0.857,0.564,Existing Customer
715725858.0,43.0,F,3.0,Post-Graduate,Single,Less than $40K,Blue,26.0,6.0,2.0,2.0,2256.0,1346.0,910.0,0.911,4893.0,76.0,0.81,0.597,Existing Customer
773082033.0,35.0,M,1.0,Post-Graduate,Married,$80K - $120K,Blue,27.0,3.0,3.0,4.0,25516.0,1363.0,24153.0,1.172,2317.0,38.0,0.727,0.053,Existing Customer
716443608.0,46.0,F,3.0,Unknown,Unknown,Less than $40K,Blue,36.0,2.0,3.0,1.0,7199.0,1235.0,5964.0,0.83,4050.0,78.0,0.814,0.172,Existing Customer
771197433.0,54.0,F,1.0,Graduate,Married,,Blue,41.0,3.0,2.0,4.0,4658.0,,4070.0,0.856,1351.0,30.0,1.5,0.126,Existing Customer
708649683.0,51.0,M,2.0,High School,Single,$60K - $80K,Blue,42.0,1.0,3.0,2.0,16703.0,1140.0,15563.0,0.555,15472.0,122.0,0.768,0.068,Existing Customer
713162358.0,49.0,F,4.0,Unknown,Single,,Blue,36.0,4.0,,2.0,9595.0,509.0,9086.0,0.625,4050.0,72.0,0.5,0.053,Existing Customer
709192233.0,50.0,F,2.0,Unknown,Married,Unknown,Blue,39.0,3.0,2.0,1.0,1773.0,0.0,1773.0,0.228,1764.0,30.0,0.111,0.0,Attrited Customer
708535158.0,39.0,M,2.0,Post-Graduate,Unknown,$80K - $120K,Blue,29.0,1.0,1.0,3.0,,,8458.0,0.822,8505.0,86.0,0.536,0.151,Existing Customer
717489033.0,27.0,F,0.0,High School,Single,Less than $40K,Blue,18.0,6.0,1.0,4.0,1438.3,0.0,1438.3,0.781,2641.0,40.0,0.6,0.0,Attrited Customer
711635358.0,40.0,F,4.0,College,Single,Less than $40K,Blue,26.0,6.0,1.0,2.0,7291.0,2517.0,4774.0,0.83,2198.0,56.0,0.697,0.345,Existing Customer
798988983.0,51.0,F,2.0,Uneducated,Married,Less than $40K,Blue,45.0,6.0,3.0,2.0,7165.0,2037.0,5128.0,0.83,3553.0,78.0,0.902,0.284,Existing Customer
714680208.0,50.0,F,1.0,High School,Married,Less than $40K,Blue,45.0,5.0,3.0,4.0,1652.0,1318.0,334.0,0.593,4533.0,69.0,0.533,0.798,Existing Customer
715232058.0,61.0,M,0.0,Post-Graduate,Married,$40K - $60K,Blue,53.0,5.0,1.0,2.0,5561.0,1434.0,4127.0,1.423,1820.0,42.0,0.826,0.258,Existing Customer
713725683.0,36.0,F,0.0,College,Single,Less than $40K,Blue,27.0,6.0,3.0,2.0,3282.0,1843.0,1439.0,0.625,2614.0,79.0,0.646,0.562,Existing Customer
787565433.0,53.0,M,2.0,Post-Graduate,Married,$80K - $120K,Blue,43.0,4.0,2.0,4.0,4039.0,1397.0,2642.0,0.396,1494.0,,0.286,0.346,Existing Customer
713469333.0,40.0,M,2.0,High School,Single,$80K - $120K,Blue,28.0,6.0,2.0,4.0,19279.0,1427.0,17852.0,0.892,1777.0,56.0,0.647,0.074,Existing Customer
714426783.0,38.0,F,2.0,Graduate,Single,Unknown,Blue,31.0,,3.0,2.0,14041.0,2154.0,11887.0,,1467.0,29.0,1.417,0.153,Existing Customer
711258108.0,54.0,M,1.0,College,Married,$120K +,Blue,44.0,4.0,3.0,2.0,2821.0,2415.0,406.0,0.441,1419.0,36.0,0.8,0.856,Existing Customer
780067158.0,51.0,F,2.0,Uneducated,Single,Less than $40K,Blue,36.0,2.0,3.0,3.0,1746.0,1107.0,639.0,0.539,1907.0,47.0,0.621,0.634,Attrited Customer
713334483.0,46.0,M,1.0,Post-Graduate,Single,$60K - $80K,Blue,32.0,5.0,2.0,,8766.0,0.0,8766.0,0.702,2263.0,35.0,0.522,0.0,Attrited Customer
710511858.0,58.0,F,0.0,Unknown,Married,,Blue,36.0,3.0,3.0,3.0,3832.0,1439.0,2393.0,0.851,4741.0,88.0,0.76,0.376,Existing Customer
780613758.0,47.0,M,5.0,High School,Single,Less than $40K,Blue,35.0,4.0,3.0,5.0,4165.0,0.0,4165.0,0.813,17093.0,111.0,0.82,0.0,Existing Customer
715694433.0,51.0,M,1.0,Unknown,Single,$60K - $80K,Blue,22.0,2.0,3.0,3.0,4248.0,1177.0,3071.0,0.821,13958.0,116.0,0.785,0.277,Existing Customer
772687983.0,53.0,M,3.0,,,$60K - $80K,Blue,43.0,5.0,3.0,3.0,8404.0,1498.0,6906.0,0.922,4811.0,56.0,0.556,0.178,Existing Customer
794556333.0,43.0,F,2.0,Unknown,Single,Unknown,Blue,27.0,1.0,3.0,3.0,3287.0,1697.0,1590.0,0.711,5236.0,,1.026,0.516,Existing Customer
710424408.0,63.0,M,2.0,Graduate,Married,Less than $40K,Blue,36.0,5.0,2.0,4.0,2743.0,1815.0,928.0,0.567,1210.0,25.0,1.273,0.662,Existing Customer
772442883.0,51.0,F,4.0,Graduate,Married,Unknown,Blue,41.0,2.0,3.0,5.0,3853.0,696.0,3157.0,0.882,2443.0,38.0,0.583,0.181,Attrited Customer
714034158.0,46.0,F,4.0,Unknown,Married,Less than $40K,Blue,38.0,5.0,2.0,3.0,3331.0,1307.0,2024.0,0.617,3946.0,69.0,0.683,0.392,Existing Customer
717399183.0,37.0,M,1.0,Graduate,Married,$80K - $120K,Blue,26.0,6.0,3.0,1.0,8058.0,1176.0,6882.0,1.164,2774.0,52.0,0.625,0.146,Existing Customer
717242058.0,43.0,F,5.0,Graduate,Married,Less than $40K,Blue,39.0,2.0,3.0,4.0,3981.0,0.0,3981.0,0.764,2134.0,42.0,0.355,0.0,Attrited Customer
789312033.0,48.0,F,4.0,Post-Graduate,Single,Less than $40K,Blue,38.0,3.0,3.0,3.0,3874.0,460.0,3414.0,1.023,4921.0,51.0,0.645,0.119,Attrited Customer
809937933.0,42.0,F,,Graduate,Married,$40K - $60K,Blue,37.0,4.0,3.0,2.0,2470.0,2013.0,457.0,0.97,,,1.0,0.815,Existing Customer
719343633.0,48.0,M,3.0,High School,Unknown,Less than $40K,Blue,38.0,4.0,3.0,3.0,8892.0,889.0,8003.0,0.67,4900.0,89.0,0.745,0.1,Existing Customer
713531808.0,38.0,F,1.0,Doctorate,Married,Less than $40K,Blue,28.0,6.0,1.0,1.0,1438.3,0.0,1438.3,0.813,4475.0,74.0,0.644,0.0,Existing Customer
713124558.0,43.0,F,2.0,Graduate,Married,Unknown,Blue,34.0,6.0,1.0,4.0,7210.0,782.0,6428.0,0.733,4249.0,75.0,0.5,0.108,Existing Customer
715773783.0,44.0,F,2.0,Graduate,Single,$40K - $60K,Blue,35.0,2.0,,4.0,4196.0,561.0,3635.0,,2558.0,38.0,0.652,0.134,Attrited Customer
814092858.0,49.0,F,3.0,Graduate,Unknown,Unknown,Blue,44.0,5.0,2.0,1.0,2222.0,694.0,1528.0,0.903,4372.0,65.0,0.711,0.312,Existing Customer
715462008.0,45.0,M,2.0,College,Married,$60K - $80K,Blue,35.0,6.0,3.0,2.0,17884.0,2096.0,15788.0,0.477,2031.0,49.0,0.633,0.117,Existing Customer
713285058.0,46.0,F,3.0,Doctorate,Single,Less than $40K,Blue,34.0,4.0,3.0,4.0,2258.0,1600.0,658.0,0.607,4275.0,76.0,0.551,0.709,Existing Customer
773140683.0,51.0,M,0.0,Unknown,Married,$60K - $80K,Blue,43.0,4.0,1.0,2.0,3797.0,1202.0,2595.0,0.695,4191.0,65.0,0.757,0.317,Existing Customer
709052883.0,47.0,F,4.0,High School,Single,$40K - $60K,Blue,36.0,3.0,1.0,1.0,1596.0,0.0,1596.0,0.788,5678.0,81.0,0.8,0.0,Existing Customer
718048608.0,41.0,F,3.0,Graduate,Married,Unknown,Blue,33.0,5.0,3.0,0.0,15292.0,1325.0,13967.0,1.008,5120.0,74.0,0.805,0.087,Existing Customer
719506983.0,52.0,M,3.0,Graduate,Married,$80K - $120K,Blue,,5.0,2.0,4.0,17302.0,1339.0,15963.0,0.631,1181.0,30.0,1.0,0.077,Existing Customer
816594183.0,58.0,F,,Uneducated,Married,$40K - $60K,Blue,53.0,,2.0,3.0,2019.0,1380.0,639.0,1.158,2005.0,62.0,0.59,0.684,Existing Customer
809959683.0,55.0,M,2.0,College,Married,$80K - $120K,Blue,50.0,4.0,2.0,4.0,19159.0,2108.0,17051.0,0.69,1813.0,52.0,0.576,0.11,Existing Customer
813200058.0,63.0,M,,Graduate,Married,,Blue,56.0,4.0,2.0,5.0,6500.0,1786.0,4714.0,0.524,1497.0,27.0,0.35,0.275,Existing Customer
811475733.0,53.0,F,1.0,College,Married,$40K - $60K,Blue,48.0,2.0,2.0,3.0,3339.0,0.0,3339.0,0.694,2432.0,48.0,0.6,0.0,Attrited Customer
709066983.0,50.0,M,4.0,High School,Married,$120K +,Blue,41.0,2.0,2.0,2.0,34516.0,2353.0,32163.0,0.667,15214.0,129.0,0.675,0.068,Existing Customer
768162108.0,49.0,M,3.0,College,Married,$120K +,Blue,43.0,5.0,3.0,3.0,4781.0,0.0,4781.0,0.788,2451.0,50.0,0.667,0.0,Attrited Customer
712290258.0,49.0,F,1.0,Unknown,Married,,Blue,40.0,5.0,1.0,3.0,2636.0,1840.0,796.0,0.844,4056.0,67.0,0.811,0.698,Existing Customer
720044658.0,53.0,M,1.0,Post-Graduate,Single,,Blue,46.0,6.0,2.0,4.0,4573.0,2076.0,2497.0,0.839,2720.0,46.0,0.484,0.454,Attrited Customer
713368833.0,49.0,M,2.0,College,,$60K - $80K,Blue,41.0,6.0,3.0,4.0,6205.0,2233.0,3972.0,0.662,3906.0,64.0,0.684,0.36,Existing Customer
802817358.0,38.0,F,3.0,High School,Married,Unknown,Blue,32.0,4.0,2.0,1.0,11594.0,2072.0,9522.0,0.983,2320.0,51.0,0.594,0.179,Existing Customer
716204883.0,53.0,M,4.0,College,Unknown,$60K - $80K,Blue,,5.0,,1.0,7026.0,1728.0,5298.0,0.669,3935.0,66.0,1.0,0.246,Existing Customer
789319458.0,48.0,M,5.0,Uneducated,Single,$60K - $80K,Blue,38.0,6.0,2.0,3.0,22639.0,1481.0,21158.0,0.703,4219.0,65.0,0.477,0.065,Existing Customer
712516608.0,43.0,M,3.0,Graduate,Married,$80K - $120K,Blue,36.0,6.0,2.0,3.0,,,2671.0,0.647,14822.0,96.0,0.811,,Existing Customer
712977183.0,57.0,F,2.0,Uneducated,Single,$40K - $60K,Silver,36.0,6.0,3.0,0.0,19482.0,1072.0,18410.0,0.706,1421.0,22.0,1.444,0.055,Existing Customer
715432608.0,43.0,M,4.0,Unknown,Single,$60K - $80K,Blue,36.0,4.0,1.0,0.0,22322.0,953.0,21369.0,0.769,1348.0,34.0,1.125,0.043,Existing Customer
717524433.0,52.0,F,2.0,College,Married,$40K - $60K,Blue,40.0,5.0,3.0,1.0,1438.3,0.0,1438.3,0.825,4700.0,92.0,0.704,0.0,Existing Customer
787568433.0,42.0,M,3.0,Graduate,Single,$60K - $80K,Blue,33.0,3.0,1.0,3.0,7328.0,936.0,6392.0,0.689,4518.0,79.0,0.795,0.128,Existing Customer
714084483.0,49.0,F,3.0,Uneducated,Single,Unknown,Blue,36.0,4.0,2.0,3.0,3855.0,211.0,3644.0,0.485,1724.0,34.0,0.308,0.055,Attrited Customer
809797158.0,42.0,M,2.0,Uneducated,Single,$80K - $120K,Blue,37.0,3.0,3.0,4.0,19366.0,1592.0,17774.0,0.679,3627.0,66.0,1.0,0.082,Existing Customer
717970158.0,42.0,M,2.0,College,Single,$60K - $80K,Blue,36.0,5.0,3.0,2.0,8083.0,0.0,8083.0,1.076,3942.0,84.0,0.75,0.0,Existing Customer
719490108.0,54.0,F,3.0,Graduate,Single,Less than $40K,Blue,36.0,1.0,3.0,1.0,2830.0,1779.0,1051.0,0.883,4854.0,74.0,0.947,0.629,Existing Customer
721349883.0,51.0,F,4.0,Graduate,Single,Less than $40K,Blue,39.0,,2.0,1.0,2847.0,2082.0,765.0,0.787,3672.0,59.0,0.553,0.731,Existing Customer
720450108.0,54.0,M,1.0,Graduate,Married,$40K - $60K,Blue,44.0,5.0,1.0,1.0,1438.3,0.0,1438.3,0.576,1585.0,37.0,0.609,0.0,Existing Customer
802666083.0,48.0,F,2.0,Uneducated,Unknown,,Blue,42.0,3.0,2.0,2.0,2055.0,0.0,2055.0,1.064,3656.0,63.0,0.75,0.0,Existing Customer
779773533.0,50.0,F,3.0,Unknown,Married,Less than $40K,Blue,34.0,6.0,1.0,3.0,7623.0,2517.0,5106.0,1.007,1367.0,29.0,1.071,0.33,Existing Customer
779885358.0,51.0,M,0.0,College,Married,$120K +,,35.0,,1.0,2.0,34516.0,2332.0,32184.0,0.8,4587.0,82.0,0.745,0.068,Existing Customer
771769383.0,42.0,F,3.0,Unknown,Married,Less than $40K,Blue,,2.0,3.0,2.0,,0.0,2940.0,0.962,14792.0,120.0,0.875,0.0,Existing Customer
721126833.0,51.0,M,2.0,High School,Married,$80K - $120K,Blue,41.0,5.0,,3.0,14902.0,0.0,14902.0,0.312,2038.0,,0.625,0.0,Attrited Customer
779462433.0,55.0,F,2.0,Unknown,Married,Less than $40K,Blue,37.0,3.0,3.0,1.0,2453.0,968.0,1485.0,1.081,2218.0,50.0,0.613,0.395,Existing Customer
816094233.0,37.0,M,1.0,High School,Married,$120K +,Blue,32.0,6.0,2.0,2.0,17393.0,1409.0,15984.0,0.608,1692.0,38.0,0.652,0.081,Existing Customer
712060158.0,35.0,M,0.0,Doctorate,Single,$60K - $80K,Blue,18.0,6.0,2.0,3.0,2598.0,1645.0,953.0,0.765,2483.0,59.0,0.903,0.633,Existing Customer
717076458.0,40.0,M,3.0,Unknown,Single,$40K - $60K,Blue,36.0,1.0,3.0,1.0,8155.0,1178.0,6977.0,0.829,14955.0,102.0,0.925,0.144,Existing Customer
779130108.0,33.0,F,0.0,Uneducated,Single,$40K - $60K,Blue,15.0,3.0,2.0,6.0,1438.3,0.0,1438.3,0.835,2527.0,49.0,0.69,0.0,Attrited Customer
711595833.0,46.0,M,3.0,College,Married,$60K - $80K,Blue,36.0,5.0,2.0,2.0,9981.0,807.0,9174.0,0.655,1456.0,30.0,0.667,0.081,Existing Customer
711890808.0,42.0,F,3.0,Graduate,Married,Less than $40K,Blue,36.0,4.0,2.0,2.0,2526.0,2048.0,478.0,0.716,4267.0,72.0,0.8,0.811,Existing Customer
778706508.0,43.0,M,4.0,College,Married,$60K - $80K,Blue,24.0,3.0,5.0,4.0,6231.0,0.0,,1.054,1448.0,30.0,0.875,0.0,Existing Customer
711027183.0,50.0,M,4.0,College,Single,$40K - $60K,Blue,45.0,4.0,3.0,1.0,6943.0,600.0,6343.0,0.653,4946.0,80.0,0.739,0.086,Existing Customer
788646858.0,41.0,F,3.0,Graduate,Married,Less than $40K,Blue,29.0,6.0,3.0,1.0,1959.0,1268.0,691.0,,4275.0,,0.649,0.647,Existing Customer
767266758.0,41.0,F,2.0,High School,Single,Less than $40K,Blue,34.0,1.0,3.0,4.0,1661.0,0.0,1661.0,0.786,2473.0,49.0,0.75,0.0,Attrited Customer
789204933.0,65.0,M,1.0,Uneducated,Single,Less than $40K,Blue,55.0,3.0,2.0,4.0,8963.0,0.0,8963.0,0.744,4511.0,76.0,0.689,0.0,Existing Customer
712228458.0,50.0,M,2.0,Unknown,Unknown,$120K +,Blue,32.0,2.0,3.0,1.0,25645.0,1083.0,24562.0,0.757,,63.0,0.5,0.042,Existing Customer
719207733.0,61.0,F,0.0,,Married,Less than $40K,Blue,53.0,5.0,2.0,0.0,3396.0,,2594.0,0.548,1418.0,36.0,0.5,,Existing Customer
802937058.0,53.0,M,1.0,Graduate,Married,$80K - $120K,Blue,47.0,3.0,3.0,1.0,2540.0,1859.0,681.0,0.768,4480.0,80.0,0.702,0.732,Existing Customer
804867183.0,37.0,M,3.0,Unknown,Married,,Blue,30.0,,2.0,4.0,16043.0,0.0,16043.0,1.509,2599.0,47.0,1.136,0.0,Existing Customer
772415808.0,48.0,F,5.0,Post-Graduate,Married,$40K - $60K,Blue,38.0,3.0,3.0,1.0,2926.0,716.0,2210.0,0.949,4219.0,78.0,0.592,0.245,Existing Customer
719925483.0,46.0,M,4.0,Graduate,Married,$80K - $120K,Blue,,2.0,1.0,1.0,2171.0,1043.0,1128.0,0.7,4531.0,88.0,0.833,0.48,Existing Customer
711937158.0,49.0,M,3.0,College,Married,$60K - $80K,Blue,39.0,5.0,3.0,3.0,2501.0,0.0,2501.0,0.832,4837.0,87.0,0.74,,Existing Customer
771638733.0,49.0,M,3.0,Doctorate,Single,$40K - $60K,Blue,37.0,5.0,2.0,3.0,4354.0,0.0,4354.0,0.738,2750.0,59.0,0.686,0.0,Attrited Customer
788789658.0,40.0,M,5.0,Unknown,Unknown,$80K - $120K,Blue,22.0,6.0,1.0,4.0,4042.0,1744.0,2298.0,0.582,1471.0,37.0,0.542,0.431,Existing Customer
720735408.0,44.0,F,4.0,Doctorate,Married,$40K - $60K,Blue,30.0,1.0,3.0,1.0,6329.0,1643.0,4686.0,0.706,8514.0,109.0,0.73,0.26,Existing Customer
789698733.0,40.0,F,4.0,Uneducated,Married,Less than $40K,Blue,27.0,5.0,3.0,1.0,4788.0,1088.0,3700.0,0.808,4438.0,78.0,0.95,0.227,Existing Customer
712152408.0,44.0,M,4.0,High School,Single,,Gold,29.0,1.0,2.0,1.0,,,32586.0,0.615,12478.0,97.0,0.764,0.056,Existing Customer
803398983.0,35.0,F,3.0,Unknown,Divorced,Less than $40K,Blue,29.0,4.0,2.0,3.0,1511.0,864.0,647.0,0.712,4823.0,64.0,0.829,0.572,Existing Customer
719849958.0,44.0,F,4.0,Graduate,Single,Less than $40K,Blue,36.0,4.0,3.0,3.0,2658.0,1884.0,774.0,0.627,4779.0,83.0,0.93,0.709,Existing Customer
721502958.0,54.0,M,1.0,High School,Married,$120K +,Blue,42.0,5.0,3.0,3.0,,1919.0,1332.0,0.56,1406.0,31.0,0.24,0.59,Existing Customer
718344033.0,47.0,M,2.0,College,Married,$120K +,Blue,35.0,4.0,3.0,2.0,3636.0,1010.0,2626.0,0.596,1564.0,59.0,0.686,0.278,Existing Customer
778375458.0,52.0,M,3.0,Graduate,Married,$80K - $120K,Blue,32.0,6.0,3.0,3.0,30820.0,1724.0,29096.0,,3402.0,75.0,0.923,0.056,Existing Customer
710545158.0,42.0,M,3.0,Unknown,Single,$120K +,Blue,36.0,6.0,3.0,2.0,15108.0,0.0,15108.0,1.015,3738.0,68.0,0.744,0.0,Existing Customer
720126033.0,42.0,M,4.0,High School,Single,$80K - $120K,Blue,28.0,3.0,3.0,3.0,1944.0,,140.0,0.723,4682.0,90.0,0.667,0.928,Existing Customer
714377058.0,63.0,F,1.0,Unknown,Single,Less than $40K,Blue,36.0,3.0,3.0,4.0,1896.0,0.0,1896.0,0.747,,,0.562,,Attrited Customer
713691633.0,29.0,M,0.0,Post-Graduate,Married,Less than $40K,Blue,36.0,1.0,1.0,1.0,3076.0,0.0,3076.0,0.924,15514.0,123.0,0.892,0.0,Existing Customer
805282908.0,43.0,M,5.0,Graduate,Unknown,$40K - $60K,Blue,38.0,3.0,3.0,2.0,7599.0,1100.0,6499.0,0.365,4401.0,71.0,0.651,0.145,Existing Customer
715803933.0,47.0,M,1.0,Post-Graduate,Single,$60K - $80K,Blue,36.0,4.0,2.0,2.0,9090.0,1371.0,7719.0,0.64,4422.0,65.0,0.585,0.151,Existing Customer
719464758.0,52.0,F,1.0,College,Single,Less than $40K,Blue,43.0,5.0,2.0,3.0,1438.3,604.0,834.3,0.81,4219.0,83.0,,0.42,Existing Customer
711359058.0,46.0,F,4.0,High School,Single,Less than $40K,Blue,33.0,3.0,2.0,2.0,3942.0,1711.0,2231.0,0.61,4622.0,71.0,0.614,0.434,Existing Customer
719773158.0,,M,3.0,Graduate,Married,$80K - $120K,Blue,36.0,1.0,3.0,0.0,29738.0,2370.0,27368.0,0.806,14270.0,,0.902,0.08,Existing Customer
712173108.0,48.0,F,1.0,Unknown,Unknown,$40K - $60K,Blue,36.0,3.0,1.0,3.0,2447.0,1991.0,456.0,0.719,4228.0,82.0,0.708,0.814,Existing Customer
718164858.0,42.0,F,4.0,Post-Graduate,Married,Less than $40K,Blue,34.0,5.0,3.0,2.0,2021.0,1281.0,740.0,0.847,4642.0,97.0,0.672,0.634,Existing Customer
712804383.0,56.0,F,0.0,College,Married,Less than $40K,Blue,38.0,1.0,1.0,2.0,2143.0,1194.0,949.0,0.49,4684.0,82.0,0.907,0.557,Existing Customer
,35.0,F,,High School,Single,Unknown,Blue,24.0,5.0,2.0,4.0,,1679.0,15236.0,0.834,2795.0,55.0,0.833,0.099,Existing Customer
720899883.0,44.0,F,1.0,High School,Married,$40K - $60K,Blue,35.0,6.0,2.0,2.0,6849.0,0.0,6849.0,0.736,3770.0,82.0,0.864,0.0,Existing Customer
709537683.0,37.0,M,3.0,College,Married,$80K - $120K,Blue,30.0,3.0,4.0,3.0,11638.0,926.0,10712.0,0.262,563.0,15.0,0.364,0.08,Attrited Customer
,46.0,,4.0,Graduate,Single,$80K - $120K,Blue,26.0,4.0,3.0,0.0,1791.0,1337.0,454.0,0.763,3592.0,46.0,0.917,0.747,Existing Customer
710102208.0,56.0,,2.0,Graduate,Single,$60K - $80K,Blue,36.0,3.0,2.0,2.0,18776.0,0.0,18776.0,0.81,4464.0,75.0,0.596,0.0,Existing Customer
712431183.0,52.0,F,2.0,Uneducated,Single,Less than $40K,Blue,37.0,4.0,3.0,1.0,2164.0,0.0,2164.0,0.688,5282.0,80.0,0.818,0.0,Existing Customer
713463708.0,40.0,F,4.0,Graduate,Single,Less than $40K,Blue,25.0,4.0,2.0,3.0,1438.3,0.0,1438.3,0.628,2493.0,42.0,0.5,0.0,Attrited Customer
719240358.0,60.0,M,1.0,Unknown,Single,$60K - $80K,Blue,50.0,4.0,3.0,0.0,10698.0,1790.0,8908.0,0.981,4095.0,67.0,0.914,0.167,Existing Customer
719991783.0,40.0,M,2.0,High School,Married,$80K - $120K,Silver,36.0,5.0,3.0,0.0,34516.0,2183.0,32333.0,0.739,3644.0,67.0,0.634,0.063,Existing Customer
809363958.0,49.0,F,3.0,High School,Married,$40K - $60K,Blue,44.0,5.0,1.0,2.0,3881.0,0.0,3881.0,0.601,4177.0,66.0,0.737,0.0,Existing Customer
