CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
815353083.0,Attrited Customer,44.0,M,1.0,College,Divorced,$80K - $120K,Silver,39.0,2.0,3.0,2.0,34516.0,2361.0,32155.0,0.529,1853.0,36.0,0.385,0.068,0.9933,0.0067
720093333.0,Existing Customer,41.0,M,3.0,Post-Graduate,Divorced,$120K +,Blue,29.0,6.0,1.0,3.0,3491.0,2506.0,985.0,0.873,4855.0,79.0,0.58,,0.00011311,0.99989
717281658.0,Existing Customer,52.0,F,3.0,Graduate,,Less than $40K,Blue,41.0,3.0,3.0,4.0,6060.0,1687.0,4373.0,0.563,3953.0,65.0,0.711,0.278,,0.99946
765731433.0,Existing Customer,48.0,F,3.0,Graduate,Divorced,Unknown,Blue,41.0,3.0,4.0,3.0,7860.0,0.0,7860.0,0.598,3512.0,76.0,0.617,0.0,0.00037935,0.99962
712050933.0,Attrited Customer,48.0,M,4.0,,Married,$80K - $120K,Blue,32.0,5.0,2.0,3.0,25190.0,0.0,25190.0,0.467,1533.0,41.0,0.323,,0.9949,0.0051
787361583.0,,50.0,M,4.0,,Divorced,$60K - $80K,Blue,44.0,4.0,2.0,3.0,13911.0,2160.0,,0.73,2204.0,60.0,0.667,0.155,0.00019519,0.9998
709921158.0,Existing Customer,51.0,M,1.0,High School,Single,$60K - $80K,Blue,36.0,6.0,4.0,4.0,2281.0,1751.0,530.0,0.761,4241.0,76.0,0.854,0.768,0.00056901,0.99943
714781908.0,Existing Customer,43.0,M,3.0,Graduate,Single,$60K - $80K,Blue,35.0,3.0,3.0,2.0,5652.0,548.0,5104.0,0.647,3710.0,,0.458,0.097,0.00018665,0.99981
717592758.0,Attrited Customer,44.0,F,3.0,Unknown,Single,Less than $40K,Blue,36.0,3.0,2.0,2.0,1606.0,1578.0,28.0,0.85,2418.0,44.0,0.467,0.983,0.99236,0.00764
821339433.0,Existing Customer,45.0,F,3.0,Graduate,,Unknown,Blue,,5.0,4.0,2.0,2777.0,2118.0,659.0,1.036,4442.0,64.0,0.829,0.763,0.00022556,0.99977
715174983.0,Existing Customer,40.0,M,3.0,Graduate,Married,$60K - $80K,Blue,36.0,4.0,4.0,4.0,2223.0,597.0,1626.0,0.572,3331.0,67.0,0.675,0.269,0.00064703,0.99935
710863308.0,Existing Customer,48.0,M,4.0,Post-Graduate,,$40K - $60K,Blue,29.0,6.0,1.0,2.0,2916.0,1074.0,1842.0,0.774,4020.0,84.0,0.68,0.368,6.7967e-05,0.99993
806824908.0,Existing Customer,,M,2.0,Unknown,Married,$120K +,Blue,40.0,4.0,4.0,4.0,16476.0,1374.0,15102.0,0.459,4717.0,71.0,0.69,0.083,0.00068536,0.99931
710592933.0,Existing Customer,44.0,F,2.0,Graduate,Married,Less than $40K,Blue,30.0,3.0,2.0,,,1092.0,8506.0,,2216.0,54.0,0.588,0.114,0.00019143,0.99981
,Existing Customer,42.0,,1.0,Uneducated,Divorced,$60K - $80K,Blue,30.0,3.0,2.0,2.0,18570.0,1892.0,16678.0,0.748,4036.0,78.0,0.773,,0.00010985,0.99989
708687483.0,Attrited Customer,54.0,F,4.0,Graduate,Single,Less than $40K,Silver,36.0,3.0,2.0,3.0,13626.0,0.0,13626.0,0.411,1711.0,30.0,0.25,0.0,0.99452,0.00548
719147208.0,Existing Customer,29.0,F,2.0,Unknown,Single,Less than $40K,Blue,21.0,4.0,3.0,2.0,2298.0,0.0,2298.0,0.776,4814.0,88.0,0.63,0.0,0.00019771,0.9998
709607733.0,Existing Customer,40.0,F,3.0,College,Married,Unknown,Blue,36.0,4.0,2.0,4.0,,1666.0,,,4275.0,83.0,0.766,0.181,0.00032945,0.99967
713184858.0,Existing Customer,58.0,F,2.0,High School,Single,Less than $40K,Blue,50.0,4.0,3.0,4.0,1438.3,818.0,620.3,0.917,4196.0,71.0,1.088,0.569,0.00050163,0.9995
719929758.0,Existing Customer,50.0,F,1.0,Doctorate,Married,Unknown,Blue,37.0,6.0,4.0,3.0,4181.0,0.0,4181.0,0.912,3057.0,54.0,0.688,0.0,0.00049651,0.9995
759127158.0,Existing Customer,48.0,M,3.0,College,Married,$40K - $60K,Blue,35.0,3.0,1.0,3.0,2592.0,0.0,2592.0,0.767,4177.0,85.0,0.771,0.0,9.3457e-05,0.99991
780717483.0,Existing Customer,51.0,F,3.0,High School,Married,Less than $40K,,40.0,6.0,,3.0,7540.0,773.0,6767.0,0.688,4755.0,58.0,0.706,0.103,0.00030516,0.99969
708507483.0,Existing Customer,43.0,F,3.0,College,Divorced,Less than $40K,Blue,31.0,6.0,,3.0,1477.0,0.0,1477.0,0.756,4802.0,82.0,0.864,0.0,0.00036881,0.99963
787617483.0,Existing Customer,58.0,F,0.0,Uneducated,Single,Less than $40K,Blue,48.0,6.0,2.0,4.0,2628.0,1542.0,1086.0,0.93,4335.0,76.0,0.727,0.587,0.00028814,0.99971
816608808.0,Existing Customer,46.0,M,1.0,Graduate,Single,$80K - $120K,Blue,41.0,4.0,2.0,3.0,8916.0,0.0,8916.0,0.631,2773.0,62.0,0.676,0.0,0.00017969,0.99982
716727258.0,Existing Customer,52.0,F,1.0,Post-Graduate,Married,Unknown,Blue,42.0,5.0,1.0,2.0,1481.0,0.0,1481.0,0.698,4435.0,67.0,0.718,0.0,6.083e-05,0.99994
813890883.0,Existing Customer,44.0,F,1.0,Uneducated,Unknown,Less than $40K,Blue,39.0,4.0,2.0,1.0,1555.0,0.0,1555.0,0.583,3811.0,65.0,0.711,0.0,6.6245e-05,0.99993
768256908.0,Attrited Customer,45.0,M,3.0,Uneducated,Married,Less than $40K,Blue,39.0,3.0,3.0,4.0,8580.0,1636.0,6944.0,0.393,1880.0,37.0,0.233,0.191,0.99819,0.00181217
811095483.0,Existing Customer,48.0,F,4.0,Graduate,Married,$40K - $60K,Silver,43.0,3.0,1.0,0.0,21163.0,2517.0,18646.0,0.569,1732.0,35.0,0.458,0.119,1.9252e-05,0.99998
720168558.0,Existing Customer,39.0,F,0.0,Graduate,Married,Less than $40K,Blue,36.0,3.0,3.0,3.0,2936.0,0.0,2936.0,0.842,4876.0,74.0,0.542,0.0,0.0002596,0.99974
719309133.0,Existing Customer,56.0,F,1.0,Graduate,Married,Less than $40K,Blue,51.0,3.0,3.0,4.0,1438.3,0.0,1438.3,0.798,3877.0,70.0,0.556,0.0,0.00048435,0.99952
721451208.0,Attrited Customer,54.0,M,2.0,Graduate,Single,$60K - $80K,Silver,45.0,2.0,3.0,2.0,30540.0,0.0,30540.0,0.602,1980.0,36.0,0.8,0.0,0.99389,0.00611
772879158.0,Existing Customer,47.0,M,5.0,High School,Married,$60K - $80K,Blue,38.0,4.0,,2.0,7357.0,1069.0,6288.0,0.77,3943.0,64.0,0.641,0.145,5.5277e-05,0.99994
712934583.0,Existing Customer,44.0,F,4.0,,Married,Less than $40K,Silver,36.0,6.0,3.0,0.0,11879.0,0.0,11879.0,0.735,3490.0,,0.938,0.0,6.4651e-05,0.99994
710088483.0,Existing Customer,52.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,40.0,4.0,1.0,3.0,21877.0,1073.0,20804.0,0.908,3283.0,56.0,1.0,0.049,9.8837e-05,0.9999
753534633.0,Existing Customer,42.0,M,3.0,High School,Single,$60K - $80K,Blue,35.0,4.0,3.0,3.0,7255.0,0.0,7255.0,0.9,3148.0,62.0,0.824,0.0,0.00030516,0.99969
710932683.0,Existing Customer,55.0,F,2.0,High School,Single,Less than $40K,Blue,36.0,2.0,1.0,2.0,6394.0,0.0,6394.0,0.656,3470.0,69.0,0.917,0.0,5.3542e-05,0.99995
714751158.0,Attrited Customer,49.0,M,2.0,High School,Divorced,$80K - $120K,Blue,36.0,4.0,2.0,4.0,34516.0,2517.0,31999.0,0.376,1789.0,48.0,0.455,0.073,0.99686,0.00313909
718109808.0,Existing Customer,38.0,M,5.0,College,Single,$60K - $80K,Blue,,4.0,,0.0,5597.0,1118.0,4479.0,0.753,4599.0,89.0,0.648,0.2,6.6602e-05,0.99993
713227233.0,Existing Customer,42.0,M,4.0,Graduate,Single,$80K - $120K,Blue,33.0,4.0,,2.0,,0.0,,0.792,4374.0,79.0,0.795,0.0,0.00011937,0.99988
718342158.0,Attrited Customer,38.0,F,4.0,,Single,Less than $40K,Blue,,2.0,2.0,2.0,4391.0,1933.0,2458.0,,1849.0,36.0,0.385,0.44,0.99169,0.00831
804606033.0,,,M,4.0,,Unknown,$40K - $60K,Blue,41.0,6.0,1.0,2.0,8738.0,1172.0,7566.0,0.65,3121.0,60.0,0.395,0.134,5.6153e-05,0.99994
720755658.0,Existing Customer,42.0,F,2.0,Doctorate,Married,Less than $40K,Blue,32.0,6.0,6.0,0.0,1592.0,,1592.0,0.745,4172.0,70.0,0.75,0.0,7.5798e-05,0.99992
711795633.0,Existing Customer,65.0,M,0.0,Doctorate,Single,Less than $40K,Blue,52.0,3.0,3.0,4.0,3675.0,0.0,3675.0,0.664,3798.0,53.0,0.472,0.0,0.0006407,0.99936
716654808.0,Attrited Customer,48.0,M,4.0,High School,Single,$120K +,Blue,39.0,3.0,4.0,4.0,24593.0,0.0,24593.0,0.777,2084.0,31.0,0.55,0.0,0.99843,0.00156953
817616433.0,Existing Customer,55.0,F,2.0,College,Unknown,Unknown,Blue,41.0,6.0,,2.0,7613.0,0.0,7613.0,0.68,4268.0,69.0,0.725,0.0,0.00011066,0.99989
716390958.0,Attrited Customer,45.0,M,4.0,Unknown,Married,$120K +,Blue,31.0,1.0,4.0,3.0,26107.0,0.0,26107.0,0.55,1697.0,47.0,0.424,0.0,0.99763,0.00236635
716564433.0,Attrited Customer,53.0,F,1.0,Graduate,Single,Less than $40K,Blue,36.0,3.0,2.0,4.0,4287.0,0.0,4287.0,0.294,1635.0,41.0,0.242,0.0,0.99675,0.00325077
719530158.0,Existing Customer,57.0,M,1.0,Graduate,Single,$60K - $80K,Blue,44.0,3.0,3.0,2.0,9843.0,,8570.0,,3677.0,66.0,0.571,0.129,0.00016883,0.99983
710621283.0,Existing Customer,50.0,M,2.0,High School,Married,$60K - $80K,Blue,32.0,3.0,1.0,3.0,10733.0,783.0,9950.0,0.732,3910.0,66.0,0.65,0.073,9.0056e-05,0.99991
716714733.0,Existing Customer,41.0,M,3.0,Graduate,Single,$80K - $120K,Blue,30.0,3.0,2.0,0.0,3460.0,955.0,2505.0,0.644,3642.0,69.0,0.769,0.276,4.3568e-05,0.99996
720921408.0,Existing Customer,46.0,F,2.0,College,Single,Less than $40K,Blue,36.0,6.0,1.0,4.0,1996.0,1544.0,452.0,0.919,3760.0,69.0,0.683,0.774,0.00015365,0.99985
789185508.0,Existing Customer,49.0,M,2.0,High School,Married,$60K - $80K,Blue,38.0,5.0,2.0,1.0,5536.0,756.0,4780.0,0.635,3918.0,70.0,0.628,0.137,6.6728e-05,0.99993
807014583.0,Existing Customer,31.0,F,0.0,Graduate,Divorced,Unknown,Blue,26.0,3.0,3.0,3.0,1469.0,0.0,1469.0,0.915,4331.0,,0.935,0.0,,0.99974
721388283.0,Existing Customer,54.0,M,2.0,Post-Graduate,Single,$120K +,Blue,45.0,3.0,1.0,4.0,5597.0,0.0,5597.0,0.596,4844.0,58.0,0.871,0.0,0.00018595,0.99981
716022258.0,Attrited Customer,51.0,F,3.0,College,Single,Less than $40K,Blue,36.0,3.0,3.0,3.0,8960.0,2222.0,6738.0,0.382,1853.0,40.0,0.333,0.248,0.99674,0.00326498
,Existing Customer,52.0,M,4.0,Uneducated,Married,$60K - $80K,,42.0,3.0,2.0,0.0,5693.0,0.0,5693.0,0.928,4003.0,64.0,0.684,0.0,4.5275e-05,0.99995
771460158.0,Existing Customer,43.0,M,3.0,Graduate,Single,Less than $40K,Blue,31.0,3.0,1.0,2.0,4098.0,1776.0,,0.673,3939.0,84.0,0.647,0.433,5.7151e-05,
714147858.0,,,M,3.0,High School,,$80K - $120K,Blue,35.0,3.0,3.0,4.0,18358.0,1044.0,17314.0,0.524,3920.0,85.0,0.491,0.057,0.00052052,0.99948
,Existing Customer,44.0,M,0.0,High School,Single,$40K - $60K,Blue,33.0,5.0,1.0,3.0,2337.0,1442.0,895.0,0.659,3945.0,65.0,0.548,0.617,7.7279e-05,
778433283.0,Attrited Customer,51.0,M,3.0,High School,Married,$60K - $80K,Blue,31.0,3.0,3.0,3.0,8989.0,0.0,8989.0,0.47,2031.0,53.0,1.038,0.0,0.99673,0.00326528
720637008.0,Existing Customer,51.0,F,2.0,Uneducated,Married,Less than $40K,Blue,43.0,6.0,2.0,3.0,2124.0,1426.0,698.0,0.966,3210.0,52.0,0.733,0.671,0.00019683,0.9998
,Existing Customer,55.0,F,3.0,,Single,,Blue,48.0,4.0,3.0,2.0,3968.0,1374.0,2594.0,0.703,4641.0,65.0,0.711,0.346,0.00018665,0.99981
812973708.0,Existing Customer,,M,3.0,High School,Unknown,$40K - $60K,Blue,37.0,6.0,2.0,4.0,,1661.0,1132.0,1.117,3247.0,69.0,0.865,0.595,0.00032942,0.99967
788760633.0,Existing Customer,53.0,M,3.0,Uneducated,Divorced,$60K - $80K,Blue,33.0,4.0,2.0,2.0,13513.0,1495.0,12018.0,0.505,3503.0,68.0,0.511,0.111,0.00012144,0.99988
718602708.0,Existing Customer,43.0,M,3.0,,,$80K - $120K,Blue,33.0,3.0,3.0,2.0,16351.0,1541.0,14810.0,0.763,,82.0,0.673,0.094,0.00018665,0.99981
712365483.0,Existing Customer,51.0,M,1.0,Graduate,Single,$60K - $80K,Blue,43.0,5.0,2.0,4.0,9619.0,1731.0,7888.0,0.712,3690.0,76.0,0.52,0.18,0.00030653,0.99969
789154833.0,Existing Customer,56.0,M,3.0,High School,Single,$80K - $120K,Blue,44.0,5.0,2.0,0.0,19030.0,912.0,18118.0,0.894,4137.0,72.0,0.532,0.048,4.2354e-05,0.99996
715849983.0,,44.0,F,4.0,Unknown,Married,Less than $40K,Blue,36.0,4.0,1.0,,2107.0,0.0,2107.0,0.975,4007.0,82.0,0.952,0.0,0.00018218,0.99982
780336258.0,Existing Customer,55.0,F,1.0,Graduate,Single,Less than $40K,Blue,42.0,6.0,3.0,2.0,2517.0,1257.0,1260.0,0.834,4528.0,75.0,0.786,0.499,0.00016883,0.99983
716567433.0,Existing Customer,41.0,F,4.0,Graduate,Married,$40K - $60K,Blue,36.0,3.0,2.0,3.0,3179.0,,1950.0,0.781,4337.0,82.0,1.05,0.387,0.00020077,0.9998
713057658.0,Existing Customer,48.0,F,3.0,Unknown,Divorced,Less than $40K,Blue,36.0,5.0,1.0,4.0,3968.0,935.0,3033.0,0.649,4128.0,72.0,0.674,0.236,0.00018025,0.99982
718191483.0,Existing Customer,45.0,M,3.0,Graduate,Divorced,$60K - $80K,Blue,35.0,6.0,3.0,2.0,5065.0,1362.0,3703.0,0.68,3555.0,75.0,0.471,0.269,0.00018665,0.99981
811527933.0,Attrited Customer,65.0,F,0.0,College,Single,Less than $40K,Silver,56.0,3.0,4.0,3.0,10885.0,1758.0,9127.0,0.8,2291.0,39.0,0.773,0.162,0.99639,0.00361426
778617708.0,Attrited Customer,46.0,M,3.0,College,Married,$80K - $120K,Blue,26.0,,2.0,3.0,1438.3,864.0,,0.766,2299.0,40.0,0.481,0.601,0.99485,0.00515
785055108.0,Existing Customer,,M,0.0,Graduate,Single,$60K - $80K,Blue,46.0,4.0,2.0,4.0,10817.0,1142.0,9675.0,0.722,3889.0,60.0,0.818,0.106,0.00028024,
822961533.0,Existing Customer,65.0,F,0.0,College,Divorced,Unknown,Blue,56.0,5.0,2.0,3.0,13666.0,0.0,13666.0,0.808,3998.0,70.0,1.0,0.0,0.00015971,0.99984
709124883.0,,49.0,M,3.0,College,Married,$80K - $120K,Blue,37.0,5.0,1.0,2.0,2149.0,1796.0,353.0,0.628,5228.0,93.0,0.661,0.836,5.5564e-05,0.99994
772574283.0,Attrited Customer,50.0,F,2.0,Graduate,Married,$40K - $60K,Blue,40.0,3.0,1.0,4.0,7191.0,0.0,7191.0,0.565,1654.0,30.0,0.579,0.0,0.99371,0.00629
761240358.0,Existing Customer,52.0,F,2.0,Unknown,Single,Less than $40K,Blue,45.0,5.0,2.0,2.0,2155.0,1219.0,936.0,0.805,4295.0,77.0,0.791,0.566,0.00012511,0.99987
708469533.0,Existing Customer,42.0,F,3.0,Unknown,Married,Unknown,Blue,34.0,6.0,3.0,2.0,5395.0,1439.0,3956.0,0.781,3523.0,79.0,0.717,0.267,0.00020516,0.99979
769927533.0,Existing Customer,,F,1.0,High School,Married,Less than $40K,Blue,44.0,4.0,2.0,1.0,3222.0,1422.0,1800.0,0.662,4613.0,72.0,0.6,,6.2633e-05,0.99994
718545033.0,Existing Customer,27.0,F,0.0,Graduate,Married,Less than $40K,Blue,17.0,4.0,2.0,2.0,2042.0,1567.0,475.0,0.744,5146.0,78.0,0.733,0.767,9.7673e-05,0.9999
714972558.0,Attrited Customer,37.0,F,2.0,Graduate,Single,Less than $40K,Blue,36.0,2.0,3.0,0.0,1610.0,0.0,1610.0,0.889,2729.0,45.0,0.406,0.0,0.98515,0.01485
772204758.0,Existing Customer,42.0,,2.0,Post-Graduate,Unknown,Less than $40K,Blue,31.0,3.0,2.0,2.0,,1165.0,2644.0,0.634,2306.0,46.0,0.643,0.306,0.00013393,
709039533.0,Existing Customer,,F,3.0,Unknown,Unknown,Less than $40K,Blue,24.0,6.0,1.0,4.0,5544.0,1095.0,4449.0,0.572,3829.0,55.0,,0.198,0.00018025,0.99982
,Existing Customer,37.0,F,1.0,Uneducated,Single,Less than $40K,Blue,28.0,6.0,,4.0,2388.0,1708.0,680.0,0.903,4539.0,89.0,0.745,0.715,0.000498,0.9995
766381908.0,Existing Customer,49.0,F,4.0,High School,Married,Less than $40K,Blue,42.0,4.0,1.0,4.0,2473.0,1263.0,1210.0,0.71,4597.0,80.0,0.6,0.511,,0.99984
719109783.0,Existing Customer,42.0,M,3.0,Uneducated,Married,$40K - $60K,Blue,32.0,3.0,3.0,2.0,13103.0,1809.0,11294.0,0.724,4323.0,72.0,0.5,0.138,0.00019191,0.99981
796236258.0,Existing Customer,48.0,F,5.0,High School,Single,$40K - $60K,Blue,42.0,5.0,1.0,2.0,2465.0,1128.0,1337.0,0.613,4030.0,86.0,0.483,0.458,5.5277e-05,0.99994
709700058.0,,52.0,F,2.0,Graduate,Single,$40K - $60K,Blue,33.0,5.0,2.0,2.0,,989.0,5092.0,1.222,4451.0,70.0,0.429,0.163,0.00011382,0.99989
716905158.0,Existing Customer,45.0,M,2.0,Unknown,Single,$60K - $80K,Blue,30.0,3.0,,3.0,21815.0,0.0,21815.0,0.807,3904.0,72.0,1.118,0.0,0.00010183,0.9999
718851783.0,Existing Customer,49.0,M,1.0,High School,Married,$80K - $120K,Silver,37.0,4.0,3.0,2.0,34516.0,2386.0,32130.0,0.698,3924.0,65.0,0.512,0.069,0.0001483,0.99985
709709283.0,Attrited Customer,38.0,M,3.0,College,Single,$40K - $60K,Blue,19.0,1.0,2.0,4.0,3458.0,321.0,3137.0,0.586,2256.0,40.0,0.29,0.093,0.99697,0.00302519
,Existing Customer,50.0,F,0.0,High School,Single,$40K - $60K,Blue,,5.0,3.0,2.0,8264.0,2057.0,6207.0,0.821,4240.0,73.0,0.587,0.249,0.00015005,0.99985
780105483.0,Attrited Customer,65.0,F,0.0,Uneducated,Single,Less than $40K,Blue,50.0,3.0,4.0,4.0,1697.0,377.0,1320.0,1.048,2799.0,49.0,0.485,0.222,0.99819,0.0018132
718350033.0,Existing Customer,50.0,M,3.0,College,Single,$40K - $60K,Blue,36.0,3.0,2.0,2.0,3069.0,1881.0,1188.0,1.111,2909.0,58.0,1.522,0.613,0.00011483,0.99989
715294083.0,Attrited Customer,46.0,M,2.0,College,Single,$80K - $120K,Blue,38.0,2.0,3.0,2.0,10309.0,0.0,10309.0,,1760.0,40.0,0.6,0.0,0.99432,0.00568
710905908.0,Existing Customer,43.0,M,4.0,High School,Single,$60K - $80K,Blue,36.0,4.0,3.0,3.0,4983.0,1355.0,3628.0,0.66,1939.0,30.0,0.5,0.272,0.00030842,0.99969
721387008.0,Existing Customer,42.0,M,4.0,Graduate,Married,$120K +,Blue,24.0,3.0,2.0,3.0,,1783.0,1320.0,0.479,,69.0,0.643,0.575,0.00020077,0.9998
715411608.0,Existing Customer,45.0,F,3.0,High School,Single,$40K - $60K,Blue,36.0,3.0,1.0,1.0,1663.0,1112.0,551.0,0.588,2978.0,61.0,0.906,0.669,3.3505e-05,0.99997
710598408.0,Existing Customer,55.0,F,0.0,Graduate,Single,Less than $40K,Blue,36.0,6.0,1.0,1.0,,0.0,2695.0,,4557.0,94.0,0.843,0.0,2.8501e-05,0.99997
,,50.0,F,4.0,Post-Graduate,Married,Unknown,Blue,41.0,6.0,3.0,4.0,18178.0,0.0,18178.0,0.744,,76.0,0.767,0.0,0.00063671,0.99936
713138433.0,Existing Customer,50.0,M,3.0,Graduate,Single,$60K - $80K,Blue,42.0,4.0,2.0,3.0,14782.0,1020.0,13762.0,0.683,3206.0,54.0,0.8,0.069,0.00019864,0.9998
718819158.0,Existing Customer,54.0,F,3.0,Uneducated,Single,$40K - $60K,Blue,41.0,3.0,1.0,3.0,2488.0,2196.0,292.0,0.733,4361.0,75.0,0.63,0.883,,0.9999
718871358.0,Existing Customer,45.0,F,2.0,Graduate,Single,Unknown,Blue,36.0,4.0,1.0,1.0,1785.0,0.0,1785.0,0.649,4964.0,82.0,0.907,0.0,3.3214e-05,0.99997
720186258.0,Existing Customer,45.0,F,4.0,High School,Divorced,$40K - $60K,Blue,31.0,5.0,2.0,4.0,4701.0,1170.0,3531.0,0.547,4136.0,77.0,0.604,0.249,0.00033294,0.99967
710197308.0,Existing Customer,,F,2.0,Graduate,Married,,Blue,28.0,4.0,3.0,0.0,1438.3,0.0,1438.3,1.017,4089.0,73.0,0.872,0.0,6.6354e-05,0.99993
817086783.0,Existing Customer,45.0,F,3.0,High School,Married,Less than $40K,Blue,27.0,4.0,3.0,2.0,2826.0,2162.0,664.0,0.924,2005.0,32.0,0.684,0.765,0.00018145,
749211483.0,Existing Customer,52.0,F,0.0,College,Married,$40K - $60K,Blue,45.0,4.0,2.0,1.0,4597.0,1905.0,2692.0,0.906,4932.0,67.0,0.914,0.414,5.7266e-05,0.99994
789749433.0,Existing Customer,33.0,F,1.0,Graduate,Married,Less than $40K,Blue,21.0,5.0,3.0,2.0,,2340.0,251.0,0.608,4730.0,82.0,0.708,0.903,0.00016883,0.99983
715082133.0,Existing Customer,40.0,M,2.0,Graduate,Married,$40K - $60K,Blue,36.0,5.0,2.0,2.0,2494.0,1492.0,1002.0,0.744,3407.0,61.0,0.694,0.598,0.00011382,0.99989
,Existing Customer,,M,1.0,Uneducated,,$40K - $60K,Blue,36.0,6.0,1.0,1.0,5039.0,1352.0,3687.0,0.797,3300.0,68.0,0.545,0.268,3.2055e-05,0.99997
716711433.0,Attrited Customer,48.0,M,5.0,High School,Married,$40K - $60K,Blue,39.0,3.0,3.0,1.0,7897.0,157.0,7740.0,0.699,2270.0,46.0,0.394,0.02,0.9909,0.0091
712429458.0,Existing Customer,50.0,M,2.0,Graduate,Unknown,$60K - $80K,Blue,38.0,,3.0,3.0,4772.0,1770.0,3002.0,0.545,4054.0,72.0,0.674,0.371,0.00030251,0.9997
708406083.0,Existing Customer,35.0,F,0.0,Unknown,Married,Less than $40K,Blue,24.0,5.0,3.0,1.0,3436.0,2493.0,943.0,0.824,5211.0,90.0,0.765,0.726,0.00010232,0.9999
720029508.0,Existing Customer,50.0,F,1.0,Graduate,Single,$40K - $60K,Blue,37.0,3.0,1.0,0.0,12064.0,1312.0,10752.0,0.462,4100.0,67.0,0.675,0.109,1.9069e-05,0.99998
709227033.0,Existing Customer,53.0,M,3.0,Graduate,Single,$80K - $120K,Blue,46.0,5.0,2.0,3.0,9065.0,1548.0,7517.0,0.872,4030.0,73.0,0.78,0.171,0.00019864,0.9998
720846558.0,Existing Customer,49.0,M,1.0,Unknown,Single,$80K - $120K,Blue,36.0,6.0,3.0,4.0,34516.0,0.0,34516.0,0.665,2512.0,45.0,0.324,0.0,0.00053237,0.99947
716475183.0,Existing Customer,45.0,M,3.0,Graduate,Unknown,$60K - $80K,Blue,35.0,3.0,3.0,3.0,10290.0,753.0,9537.0,0.858,4326.0,81.0,0.761,0.073,0.0003139,0.99969
714296358.0,Existing Customer,52.0,F,2.0,College,Unknown,,Blue,44.0,4.0,,3.0,3433.0,2486.0,947.0,,4831.0,78.0,0.529,0.724,9.0064e-05,0.99991
719998233.0,Existing Customer,40.0,M,3.0,Unknown,Married,$120K +,Silver,,6.0,3.0,,34516.0,964.0,33552.0,0.521,2922.0,71.0,0.775,0.028,0.00018538,0.99981
719217483.0,Existing Customer,45.0,F,4.0,Doctorate,Married,Less than $40K,Blue,36.0,,1.0,2.0,3240.0,1775.0,1465.0,0.754,4200.0,67.0,0.675,0.548,8.3588e-05,0.99992
720479058.0,Existing Customer,50.0,F,1.0,Post-Graduate,Single,Less than $40K,Blue,39.0,4.0,2.0,2.0,1438.3,851.0,587.3,0.983,4379.0,64.0,0.829,0.592,0.00012571,0.99987
779192283.0,Existing Customer,51.0,F,2.0,Unknown,Married,Less than $40K,Blue,39.0,3.0,1.0,2.0,6462.0,2517.0,3945.0,0.842,4156.0,77.0,0.833,0.39,6.054e-05,0.99994
716385033.0,,60.0,F,1.0,Graduate,Single,Unknown,Blue,36.0,6.0,1.0,3.0,4408.0,1201.0,3207.0,0.77,4157.0,71.0,0.651,0.272,,0.99991
711588708.0,Attrited Customer,50.0,F,2.0,Uneducated,Married,$40K - $60K,Blue,36.0,1.0,3.0,1.0,1438.3,458.0,980.3,0.613,1863.0,42.0,0.312,0.318,0.99111,0.00889
714492783.0,Attrited Customer,46.0,F,4.0,Uneducated,Married,Less than $40K,Blue,36.0,3.0,3.0,3.0,1438.3,0.0,1438.3,0.346,1517.0,38.0,0.407,0.0,0.99694,0.00305523
709192233.0,Attrited Customer,50.0,F,2.0,Unknown,Married,Unknown,Blue,39.0,3.0,2.0,1.0,1773.0,0.0,1773.0,0.228,1764.0,30.0,0.111,0.0,0.98692,0.01308
797998158.0,Existing Customer,52.0,M,3.0,,Single,$80K - $120K,,46.0,4.0,1.0,2.0,4555.0,0.0,4555.0,1.031,3646.0,66.0,1.2,0.0,,0.99994
714021183.0,Existing Customer,54.0,M,4.0,Graduate,Single,$80K - $120K,Blue,36.0,4.0,2.0,3.0,30666.0,1046.0,29620.0,0.801,3709.0,66.0,0.886,0.034,0.00020077,0.9998
780710433.0,Existing Customer,53.0,M,2.0,College,Single,$80K - $120K,,42.0,4.0,2.0,2.0,1575.0,0.0,1575.0,1.32,4241.0,77.0,0.974,0.0,0.00011066,0.99989
780068283.0,Existing Customer,53.0,M,,Graduate,Single,$120K +,Blue,38.0,,3.0,3.0,1891.0,922.0,969.0,0.812,3822.0,69.0,0.533,0.488,0.00028395,0.99972
719930658.0,Existing Customer,40.0,M,4.0,Uneducated,Married,$120K +,Blue,24.0,,2.0,2.0,16634.0,1946.0,14688.0,0.926,3455.0,72.0,1.0,0.117,0.00012274,0.99988
